Issuer,RIC,Exchange,TRBC Sector,GICS Sector,Market Cap (USD),Price to Book Ratio,% Price Change Year To Date,% Price Change Relative to Index YTD,% Price Change Relative to Sector YTD,% Price Change 1Y
Textron Inc,TXT,NYSE Consolidated,Commercial Aircraft Manufacturing,"Industrials, Capital Goods, Aerospace & Defense",15851704025,2.012915,4.451073,7.810515,-2.312638,26.475899
Masco Corp,MAS,NYSE Consolidated,Construction Supplies & Fixtures (NEC),"Industrials, Capital Goods, Building Products",12525907869,--,-3.057044,0.060916,-7.481945,-11.111111
Japan Tobacco Inc,2914.T,Tokyo Stock Exchange,Cigars & Cigarette Manufacturing,"Consumer Staples, Food, Beverage & Tobacco, Tobacco",71687692211,2.794761,1.258865,-4.88135,-4.525537,46.92565
Muenchener Rueckversicherungs-Gesellschaft in Muenchen AG,MUVGn.DE,Xetra,Property & Casualty Reinsurance,"Financials, Insurance, Reinsurance",80180036457,2.151669,-4.375667,-0.121544,3.11791,-5.948216
Nova Ltd,NVMI.O,NASDAQ Global Select Consolidated,Semiconductors (NEC),"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductor Materials & Equipment",13622181799,10.33355,30.515546,37.226504,3.200921,99.145061
Shanghai Pudong Development Bank Co Ltd,600000.SS,Shanghai Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",49748562500,0.464083,-17.524116,-20.07381,-11.014291,0.391389
SAIC Motor Corp Ltd,600104.SS,Shanghai Stock Exchange,Automobiles & Multi Utility Vehicles,"Consumer Discretionary, Automobiles & Components, Automobiles, Automobile Manufacturers",24483674224,0.584269,-3.876478,-6.848081,-10.578574,-4.503916
Pinnacle West Capital Corp,PNW,NYSE Consolidated,Electric Utilities (NEC),"Utilities, Electric Utilities",12442373684,1.765763,16.020293,19.751834,5.869987,12.077979
Essex Property Trust Inc,ESS,NYSE Consolidated,Residential REITs,"Real Estate, Equity Real Estate Investment Trusts (REITs), Residential REITs, Multi-Family Residential REITs",16115652724,2.908242,-4.482574,-1.410463,--,-13.39824
Mitsubishi Estate Co Ltd,8802.T,Tokyo Stock Exchange,"Real Estate Rental, Development & Operations (NEC)","Real Estate, Real Estate Management & Development, Diversified Real Estate Activities",36128150352,2.245355,23.763413,16.258549,11.634284,114.661825
Japan Post Bank Co Ltd,7182.T,Tokyo Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",59014454868,1.040112,19.035763,11.817578,10.020193,68.126598
Haier Smart Home Co Ltd,600690.SS,Shanghai Stock Exchange,"Appliances, Tools & Housewares (NEC)","Consumer Discretionary, Consumer Durables & Apparel, Household Durables, Household Appliances",32573717933,2.111874,-3.871215,-6.84298,-10.573678,-4.855842
Coca-Cola Europacific Partners PLC,CCEP.O,NASDAQ Global Select Consolidated,Carbonated Soft Drinks,"Consumer Staples, Food, Beverage & Tobacco, Beverages, Soft Drinks & Non-alcoholic Beverages",45115688188,--,10.76075,16.455939,1.570905,22.095284
Essilorluxottica SA,ESLX.PA,Euronext Paris,"Glasses, Spectacles & Contact Lenses","Health Care, Health Care Equipment & Services, Health Care Equipment & Supplies, Health Care Supplies",108264069684,2.438617,-24.157095,-21.875825,-11.711037,-22.048743
Kawasaki Kisen Kaisha Ltd,9107.T,Tokyo Stock Exchange,Marine Freight & Logistics (NEC),"Industrials, Transportation, Marine Transportation",10604728294,1.025004,21.205869,13.856091,1.165184,19.832276
Mercedes-Benz Group AG,MBGn.DE,Xetra,Auto & Truck Manufacturers (NEC),"Consumer Discretionary, Automobiles & Components, Automobiles, Automobile Manufacturers",60293910073,0.570205,-8.689862,-4.627668,2.654156,-8.154722
Northern Trust Corp,NTRS.O,NASDAQ Global Select Consolidated,Investment Management & Fund Operators (NEC),"Financials, Financial Services, Capital Markets, Asset Management & Custody Banks",25374140503,2.101726,0.241599,5.395906,21.394813,42.491414
Huaqin Technology Co Ltd,603296.SS,Shanghai Stock Exchange,Computer Hardware (NEC),"Information Technology, Technology Hardware & Equipment, Technology Hardware, Storage & Peripherals",13401828871,4.083519,-0.121225,-3.208919,5.590923,13.914027
Texas Roadhouse Inc,TXRH.O,NASDAQ Global Select Consolidated,Commercial Food Services,"Consumer Discretionary, Consumer Services, Hotels, Restaurants & Leisure, Restaurants",11223096684,7.682738,2.554217,7.827436,1.440507,1.466206
Avic Shenyang Aircraft Co Ltd,600760.SS,Shanghai Stock Exchange,Military Aircraft Manufacturing,"Industrials, Capital Goods, Aerospace & Defense",21322335879,8.576746,-7.996438,-10.840675,-14.411275,14.596273
Avery Dennison Corp,AVY,NYSE Consolidated,Non-Paper Containers & Packaging (NEC),"Materials, Containers & Packaging, Paper & Plastic Packaging Products & Materials",13135121383,5.858401,-6.108423,-3.088604,-4.871023,-2.91091
China Everbright Bank Co Ltd,601818.SS,Shanghai Stock Exchange,Corporate Banks,"Financials, Banks, Diversified Banks",27778989506,0.334788,-4.584527,-7.534241,2.946619,-12.368421
GameStop Corp,GME,NYSE Consolidated,Computer Hardware & Software Retailers,"Consumer Discretionary, Consumer Discretionary Distribution & Retail, Specialty Retail, Computer & Electronics Retail",10541663064,2.138355,17.181275,20.950156,25.307914,7.198178
NatWest Group PLC,NWG.L,London Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",59709709778,1.060104,-13.286284,-16.073066,-7.641792,30.350554
Horizon Robotics,9660.HK,The Stock Exchange of Hong Kong Ltd,Automotive Systems,"Information Technology, Software & Services, Software, Application Software",13572973964,7.825361,-16.281755,-15.739514,--,-8.459596
Equity Residential,EQR,NYSE Consolidated,Residential REITs,"Real Estate, Equity Real Estate Investment Trusts (REITs), Residential REITs, Multi-Family Residential REITs",22649051008,2.054458,-4.838198,-1.777525,7.110048,-12.141183
China Construction Bank Corp,601939.SS,Shanghai Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",271206279205,0.733763,-1.400862,-4.448997,6.381571,8.156028
Pentair PLC,PNR,NYSE Consolidated,Industrial Machinery & Equipment (NEC),"Industrials, Capital Goods, Machinery, Industrial Machinery & Supplies & Components",14412080482,3.724822,-15.219896,-12.493128,-15.946683,5.107143
First Horizon Corp,FHN,NYSE Consolidated,Banks (NEC),"Financials, Banks, Regional Banks",10504521142,1.236117,-9.037657,-6.112051,-0.828901,17.768147
China Southern Airlines Co Ltd,600029.SS,Shanghai Stock Exchange,Airlines (NEC),"Industrials, Transportation, Passenger Airlines",15100346246,3.261901,-21.473159,-23.90077,-25.740907,8.075601
Sun Communities Inc,SUI,NYSE Consolidated,Residential REITs,"Real Estate, Equity Real Estate Investment Trusts (REITs), Residential REITs, Single-Family Residential REITs",16560941926,2.296367,8.498103,11.98771,--,10.579628
Veralto Corp,VLTO.K,NYSE Consolidated,Environmental Services & Equipment (NEC),"Industrials, Commercial & Professional Services, Commercial Services & Supplies, Environmental & Facilities Services",22355471072,7.19983,-9.601122,-6.693639,-12.566334,-5.776664
Allegion PLC,ALLE.K,NYSE Consolidated,Security & Surveillance,"Industrials, Capital Goods, Building Products",12521246099,6.055933,-8.711217,-5.775112,-12.878037,16.289303
Cameco Corp,CCO.TO,The Toronto Stock Exchange,Uranium (NEC),"Energy, Oil, Gas & Consumable Fuels, Coal & Consumable Fuels",47048864273,9.349303,17.910567,14.906199,-2.813449,145.795323
Equitable Holdings Inc,EQH,NYSE Consolidated,Diversified Investment Services,"Financials, Financial Services, Diversified Financial Services",10434546642,--,-21.888772,-19.376494,--,-24.868793
Reckitt Benckiser Group PLC,RKT.L,London Stock Exchange,Household Products (NEC),"Consumer Staples, Household & Personal Products, Household Products",45651104847,5.153997,-10.895372,-13.758992,-10.293944,2.453252
Stanley Black & Decker Inc,SWK,NYSE Consolidated,Industrial Machinery & Equipment (NEC),"Industrials, Capital Goods, Machinery, Industrial Machinery & Supplies & Components",10893342994,1.203073,-5.560043,-2.522587,-6.36964,-11.649874
Compagnie de Saint Gobain SA,SGOB.PA,Euronext Paris,Construction Supplies & Fixtures (NEC),"Industrials, Capital Goods, Building Products",40559287543,1.447718,-17.433303,-14.949788,-23.030566,-27.165754
Huizhou Desay SV Automotive Co Ltd,002920.SZ,Shenzhen Stock Exchange,"Auto, Truck & Motorcycle Parts (NEC)","Consumer Discretionary, Automobiles & Components, Automobile Components, Automotive Parts & Equipment",10186481333,4.538167,-2.543641,-8.692752,--,-2.381349
Nomura Holdings Inc,8604.T,Tokyo Stock Exchange,Investment Banking & Brokerage Services (NEC),"Financials, Financial Services, Capital Markets, Investment Banking & Brokerage",22893318469,1.050913,-9.223674,-14.728241,-4.200999,28.649237
Nidec Corp,6594.T,Tokyo Stock Exchange,Electrical Components & Equipment (NEC),"Industrials, Capital Goods, Electrical Equipment, Electrical Components & Equipment",17327540870,1.60778,8.58349,1.999118,4.183301,-12.657989
Adyen NV,ADYEN.AS,Euronext Amsterdam,Financial Technology (Fintech) (NEC),"Financials, Financial Services, Transaction & Payment Processing Services",32891689939,5.4512,-33.556364,-36.897583,-22.466281,-38.995726
QXO Inc,QXO,NYSE Consolidated,Construction Supplies & Fixtures (NEC),"Industrials, Capital Goods, Trading Companies & Distributors",14298562994,1.652994,4.61379,7.978465,1.484298,59.651899
New China Life Insurance Co Ltd,601336.SS,Shanghai Stock Exchange,Life & Health Insurance (NEC),"Financials, Insurance, Life & Health Insurance",28300120725,2.294928,1.578192,-1.562038,9.595762,44.992832
Imperial Brands PLC,IMB.L,London Stock Exchange,Tobacco (NEC),"Consumer Staples, Food, Beverage & Tobacco, Tobacco",33216971119,5.207815,2.629048,-0.669216,-3.427574,14.813486
Rockchip Electronics Co Ltd,603893.SS,Shanghai Stock Exchange,Integrated Circuits,"Information Technology, Semiconductors & Semiconductor Equipment, Semiconductors",10247415275,19.850752,-6.209334,-9.108817,--,7.413117
Great-West Lifeco Inc,GWO.TO,The Toronto Stock Exchange,Life & Health Insurance (NEC),"Financials, Insurance, Life & Health Insurance",41685190327,2.005321,-6.544541,-8.925791,0.274578,22.930431
Adidas AG,ADSGn.DE,Xetra,Sports & Outdoor Footwear,"Consumer Discretionary, Consumer Durables & Apparel, Textiles, Apparel & Luxury Goods, Apparel, Accessories & Luxury Goods",28542283199,4.328601,-17.83496,-14.179612,-7.048984,-36.806187
Unum Group,UNM,NYSE Consolidated,Life & Health Insurance (NEC),"Financials, Insurance, Life & Health Insurance",11816475506,1.062719,-6.890323,-3.895652,2.281835,-6.46792
KB Financial Group Inc,105560.KS,Korea Exchange - KSE,Banks (NEC),"Financials, Banks, Diversified Banks",37187892443,0.940205,19.406576,-8.29641,-3.272649,89.440204
Poly Developments and Holdings Group Co Ltd,600048.SS,Shanghai Stock Exchange,"Real Estate Rental, Development & Operations (NEC)","Real Estate, Real Estate Management & Development, Real Estate Development",11257852710,0.391348,5.901639,2.627752,3.717024,-24
ORIX Corp,8591.T,Tokyo Stock Exchange,Consumer Lending (NEC),"Financials, Financial Services, Diversified Financial Services",33709793820,1.313268,4.918753,-1.443394,0.297375,53.831294
SDIC Power Holdings Co Ltd,600886.SS,Shanghai Stock Exchange,Independent Power Producers (NEC),"Utilities, Independent Power and Renewable Electricity Producers, Independent Power Producers & Energy Traders",17223489232,1.908575,12.652439,9.169855,6.530045,5.722461
S.F. Holding Co Ltd,002352.SZ,Shenzhen Stock Exchange,Courier Services,"Industrials, Transportation, Air Freight & Logistics",26593242202,1.985648,-0.678497,-6.945292,--,-12.806415
IDEX Corp,IEX,NYSE Consolidated,Pump & Pumping Equipment,"Industrials, Capital Goods, Machinery, Industrial Machinery & Supplies & Components",13990773520,3.473811,5.754749,9.156121,4.848154,5.582674
Power Corporation of Canada,POW.TO,The Toronto Stock Exchange,Life & Health Insurance (NEC),"Financials, Insurance, Life & Health Insurance",27947362948,1.671967,-9.184373,-11.49836,-2.557873,37.476655
Mitsui Fudosan Co Ltd,8801.T,Tokyo Stock Exchange,"Real Estate Rental, Development & Operations (NEC)","Real Estate, Real Estate Management & Development, Diversified Real Estate Activities",31497648431,1.594452,2.274642,-3.927169,-7.748533,45.505394
Haleon PLC,HLN.L,London Stock Exchange,Pharmaceuticals (NEC),"Health Care, Pharmaceuticals, Biotechnology & Life Sciences, Pharmaceuticals",44146440134,2.065361,0,-3.213772,-4.962819,-3.724634
Sichuan Chuantou Energy Co Ltd,600674.SS,Shanghai Stock Exchange,Hydroelectric & Tidal Utilities,"Utilities, Independent Power and Renewable Electricity Producers, Renewable Electricity",11155908418,1.818523,13.093525,9.597305,6.947159,3.353057
China Railway Construction Corp Ltd,601186.SS,Shanghai Stock Exchange,Construction & Engineering (NEC),"Industrials, Capital Goods, Construction & Engineering",14043980098,0.310684,-2.08605,-5.113002,-8.912981,-8.748481
Chugai Pharmaceutical Co Ltd,4519.T,Tokyo Stock Exchange,Pharmaceuticals (NEC),"Health Care, Pharmaceuticals, Biotechnology & Life Sciences, Pharmaceuticals",98658996287,7.759831,13.575155,6.688094,4.708218,36.134943
Trip.com Group Ltd,9961.HK,The Stock Exchange of Hong Kong Ltd,Travel Agents,"Consumer Discretionary, Consumer Services, Hotels, Restaurants & Leisure, Hotels, Resorts & Cruise Lines",33522037226,1.808018,-27.509025,-27.039503,-25.386598,-14.004283
Anheuser-Busch Inbev SA,ABI.BR,Euronext Brussels,Brewers (NEC),"Consumer Staples, Food, Beverage & Tobacco, Beverages, Brewers",130815581364,1.498683,16.138434,15.432667,7.475148,12.214009
Vinci SA,SGEF.PA,Euronext Paris,Construction & Engineering (NEC),"Industrials, Capital Goods, Construction & Engineering",85979583909,2.449108,7.746772,10.987675,0.442531,11.460577
Luzhou Laojiao Co Ltd,000568.SZ,Shenzhen Stock Exchange,Distilleries,"Consumer Staples, Food, Beverage & Tobacco, Beverages, Distillers & Vintners",23113403911,3.350257,-7.193254,-13.048993,--,-20.257282
Deutsche Post AG,DHLn.DE,Xetra,"Courier, Postal, Air Freight & Land-based Logistics (NEC)","Industrials, Transportation, Air Freight & Logistics",59143441999,2.330836,-3.595121,0.693727,0.419563,7.981783
Ping An Bank Co Ltd,000001.SZ,Shenzhen Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",30879279928,0.428635,-4.206836,-10.251007,--,-7.685811
Kuang-Chi Technologies Co Ltd,002625.SZ,Shenzhen Stock Exchange,Aerospace & Defense (NEC),"Industrials, Capital Goods, Aerospace & Defense",13600857443,10.456717,-11.074651,-16.68549,--,5.911089
Franklin Resources Inc,BEN,NYSE Consolidated,Investment Management,"Financials, Financial Services, Capital Markets, Asset Management & Custody Banks",12566022000,1.040423,1.004604,4.253198,22.31883,27.536998
SMC Corp,6273.T,Tokyo Stock Exchange,Industrial Machinery & Equipment (NEC),"Industrials, Capital Goods, Machinery, Industrial Machinery & Supplies & Components",26537071272,2.192705,21.557106,14.18603,0.21199,16.961131
Inner Mongolia Dian Tou Energy Corp Ltd,002128.SZ,Shenzhen Stock Exchange,Aluminum (NEC),"Energy, Oil, Gas & Consumable Fuels, Coal & Consumable Fuels",10968173230,2.177226,20.422788,12.824585,--,73.784902
Akeso Inc,9926.HK,The Stock Exchange of Hong Kong Ltd,Bio Therapeutic Drugs,"Health Care, Pharmaceuticals, Biotechnology & Life Sciences, Biotechnology",12970366328,13.074958,-2.477876,-1.846228,--,55.649718
Shenzhen Mindray Bio-Medical Electronics Co Ltd,300760.SZ,Shenzhen Stock Exchange,Advanced Medical Equipment & Technology (NEC),"Health Care, Health Care Equipment & Services, Health Care Equipment & Supplies, Health Care Equipment",31519698893,6.038138,-6.237858,-12.153879,--,-26.980168
Pinnacle Financial Partners Inc,PNFP.K,NYSE Consolidated,Corporate Banks,"Financials, Banks, Regional Banks",12532968000,1.835905,-13.122314,-10.328082,-5.282172,-17.13486
Equity LifeStyle Properties Inc,ELS,NYSE Consolidated,Residential REITs,"Real Estate, Equity Real Estate Investment Trusts (REITs), Residential REITs, Single-Family Residential REITs",13165742795,7.496402,12.011219,15.613817,26.07503,2.816901
Zoomlion Heavy Industry Science and Technology Co Ltd,000157.SZ,Shenzhen Stock Exchange,Construction Machinery,"Industrials, Capital Goods, Machinery, Construction Machinery & Heavy Transportation Equipment",11289878312,1.387376,6.141367,-0.555734,--,12.807882
Bridgestone Corp,5108.T,Tokyo Stock Exchange,Tires & Rubber Products (NEC),"Consumer Discretionary, Automobiles & Components, Automobile Components, Tires & Rubber",28048855147,1.220447,-4.667046,-10.447921,0.316632,11.703901
Telus Corporation,T.TO,The Toronto Stock Exchange,Integrated Telecommunications Services (NEC),"Communication Services, Telecommunication Services, Diversified Telecommunication Services, Integrated Telecommunication Services",20497952457,1.78251,-0.442233,-2.97897,-5.008969,-16.889709
Danone SA,DANO.PA,Euronext Paris,Food Processing (NEC),"Consumer Staples, Food, Beverage & Tobacco, Food Products, Packaged Foods & Meats",55945125413,2.896672,-6.329773,-3.512277,11.697817,1.783187
